      IND             SHC     g | h         n         m
      450    3.813716e+03         g        21         5
      451    3.942508e+03         h        21         5
      452   -2.723540e+03         g        21         6
      453    5.105756e+03         h        21         6
      454   -7.184179e+02         g        21         7
      455    5.959476e+03         h        21         7
      456    4.929450e+03         g        21         8
      457    3.278453e+03         h        21         8
      458    5.773869e+02         g        21         9
      459    1.703973e+02         h        21         9
      460   -2.173398e+03         g        21        10
      461    3.718756e+03         h        21        10
      462    1.968090e+03         g        21        11
      463    2.796022e+03         h        21        11
      464    1.355009e+02         g        21        12
      465   -3.309444e+02         h        21        12
      466   -6.568853e+02         g        21        13
      467    2.292074e+03         h        21        13
      468    1.136163e+02         g        21        14
      469    1.214099e+03         h        21        14
      470   -5.555713e+02         g        21        15
      471    4.622911e+02         h        21        15
      472   -7.903552e+02         g        21        16
      473    4.428862e+02         h        21        16
      474   -3.781452e+02         g        21        17
      475    6.846252e+02         h        21        17
      476   -2.861605e+02         g        21        18
      477    3.195388e+02         h        21        18
      478   -3.398967e+01         g        21        19
      479    1.360129e+02         h        21        19
      480   -1.897047e+02         g        21        20
      481   -1.957391e+02         h        21        20
      482    1.824595e+02         g        21        21
      483   -1.345284e+02         h        21        21
      484   -1.174487e+03         g        22         0
      485   -3.713331e+03         g        22         1
      486   -4.110123e+03         h        22         1
      487    9.546001e+02         g        22         2
      488    4.322438e+03         h        22         2
      489    2.649189e+03         g        22         3
      490    7.642888e+03         h        22         3
      491    1.243668e+03         g        22         4
      492    5.197933e+02         h        22         4
      493    5.441610e+03         g        22         5
      494    2.399968e+03         h        22         5
      495    2.131994e+03         g        22         6
      496    2.280591e+03         h        22         6
      497    4.819214e+03         g        22         7
      498    2.483850e+03         h        22         7
      499    5.370567e+03         g        22         8
      500   -3.047765e+03         h        22         8
      501    1.242447e+03         g        22         9
      502   -1.784874e+03         h        22         9
      503    1.961184e+03         g        22        10
      504    1.199020e+03         h        22        10
      505    2.769231e+03         g        22        11
      506   -8.319229e+02         h        22        11
      507    1.142564e+03         g        22        12
      508   -1.919805e+03         h        22        12
      509    9.938182e+02         g        22        13
      510    6.185909e+02         h        22        13
      511    1.647118e+03         g        22        14
      512   -2.247186e+02         h        22        14
      513    2.260500e+02         g        22        15
      514   -7.220756e+01         h        22        15
      515    6.103556e+02         g        22        16
      516    1.268898e+02         h        22        16
      517    2.345637e+02         g        22        17
      518    2.602401e+02         h        22        17
      519    3.827148e+02         g        22        18
      520    4.230360e+02         h        22        18
      521    1.477173e+02         g        22        19
      522    2.696819e+02         h        22        19
      523    7.679925e+01         g        22        20
      524    6.281576e+01         h        22        20
      525   -1.586966e+02         g        22        21
      526    8.445143e+01         h        22        21
      527   -5.883849e+01         g        22        22
      528   -1.508375e+02         h        22        22
      529    4.267621e+02         g        23         0
      530    5.173648e+02         g        23         1
      531   -2.780559e+03         h        23         1
      532    7.924789e+02         g        23         2
      533    6.683939e+02         h        23         2
      534    1.786509e+03         g        23         3
      535    3.991830e+02         h        23         3
      536    1.655511e+02         g        23         4
      537   -3.090724e+03         h        23         4
      538   -2.682489e+02         g        23         5
      539   -7.105631e+02         h        23         5
      540    1.016430e+03         g        23         6
      541   -1.160536e+03         h        23         6
      542    1.702696e+03         g        23         7
      543   -1.072667e+03         h        23         7
      544   -5.428647e+02         g        23         8
      545   -4.747052e+03         h        23         8
      546   -2.021990e+03         g        23         9
      547   -1.859618e+03         h        23         9
      548    8.202337e+02         g        23        10
      549   -3.069128e+02         h        23        10
      550   -5.930689e+02         g        23        11
      551   -2.806770e+03         h        23        11
      552   -1.324743e+03         g        23        12
      553   -1.552908e+03         h        23        12
      554    8.521381e+01         g        23        13
      555   -8.657121e+02         h        23        13
      556    1.185903e+02         g        23        14
      557   -1.244796e+03         h        23        14
      558   -5.489899e+02         g        23        15
      559   -6.885867e+02         h        23        15
      560    1.947422e+02         g        23        16
      561   -4.524061e+02         h        23        16
      562    3.971675e+01         g        23        17
      563   -6.269667e+02         h        23        17
      564    1.909121e+02         g        23        18
      565    1.484147e+01         h        23        18
      566    2.943451e+02         g        23        19
      567   -1.141118e+02         h        23        19
      568    1.647686e+02         g        23        20
      569    7.846072e+00         h        23        20
      570    6.080914e+01         g        23        21
      571   -3.171101e+01         h        23        21
      572    3.081190e+01         g        23        22
      573    1.144895e+02         h        23        22
      574   -1.117686e+02         g        23        23
      575    1.403369e+01         h        23        23
      576    3.957172e+02         g        24         0
      577    2.411346e+03         g        24         1
      578    8.186061e+02         h        24         1
      579   -1.322454e+03         g        24         2
      580   -1.162259e+03         h        24         2
      581   -4.923230e+02         g        24         3
      582   -2.742106e+03         h        24         3
      583   -1.837841e+03         g        24         4
      584   -8.007400e+02         h        24         4
      585   -3.892193e+03         g        24         5
      586   -1.395649e+02         h        24         5
      587   -7.624615e+02         g        24         6
      588   -3.138456e+01         h        24         6
      589   -1.197618e+03         g        24         7
      590    2.929520e+02         h        24         7
      591   -3.894641e+03         g        24         8
      592   -4.420892e+02         h        24         8
      593   -2.422165e+03         g        24         9
      594    1.772668e+03         h        24         9
      595   -8.901099e+01         g        24        10
      596    1.162982e+03         h        24        10
      597   -2.073689e+03         g        24        11
      598   -2.627040e+02         h        24        11
      599   -2.167953e+03         g        24        12
      600    1.330872e+03         h        24        12
      601   -2.489692e+02         g        24        13
      602    3.493797e+02         h        24        13
      603   -1.106770e+03         g        24        14
      604   -1.619543e+02         h        24        14
      605   -9.702166e+02         g        24        15
      606    6.365401e+02         h        24        15
      607   -3.909172e+02         g        24        16
      608    5.980499e+01         h        24        16
      609   -4.790550e+02         g        24        17
      610   -2.012278e+02         h        24        17
      611   -2.873111e+02         g        24        18
      612    7.838036e+01         h        24        18
      613    2.196128e+01         g        24        19
      614   -1.549560e+01         h        24        19
      615   -3.996060e+01         g        24        20
      616   -9.396408e+01         h        24        20
      617    5.408234e+01         g        24        21
      618   -8.381674e+01         h        24        21
      619    4.210296e+00         g        24        22
      620   -5.341196e+01         h        24        22
      621    8.069938e+01         g        24        23
      622   -3.231020e+00         h        24        23
      623   -6.976680e+00         g        24        24
      624    7.800146e+01         h        24        24
      625    1.195053e+03         g        25         0
      626    2.288456e+03         g        25         1
      627    3.350481e+03         h        25         1
      628   -5.802963e+02         g        25         2
      629   -8.563183e+02         h        25         2
      630   -1.514019e+02         g        25         3
      631   -2.143106e+03         h        25         3
      632   -6.848196e+02         g        25         4
      633    1.561515e+03         h        25         4
      634   -1.655692e+03         g        25         5
      635    4.798195e+02         h        25         5
      636    2.229517e+02         g        25         6
      637    5.897623e+02         h        25         6
      638   -2.122955e+02         g        25         7
      639    1.286632e+03         h        25         7
      640   -1.526863e+03         g        25         8
      641    2.124370e+03         h        25         8
      642    6.190628e+02         g        25         9
      643    2.911875e+03         h        25         9
      644    1.464806e+03         g        25        10
      645    1.045373e+03         h        25        10
      646   -2.410752e+02         g        25        11
      647    1.444966e+03         h        25        11
      648    2.605321e+02         g        25        12
      649    2.282315e+03         h        25        12
      650    9.799091e+02         g        25        13
      651    7.681840e+02         h        25        13
      652   -7.655708e+01         g        25        14
      653    6.202845e+02         h        25        14
      654    1.635396e+02         g        25        15
      655    1.383736e+03         h        25        15
      656    3.218347e+02         g        25        16
      657    4.903235e+02         h        25        16
      658   -1.770892e+02         g        25        17
      659    3.767223e+02         h        25        17
      660    4.746333e+01         g        25        18
      661    3.960947e+02         h        25        18
